Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
49,"NF Esa, MP Abdullah, MY Hassan","A review disaggregation method in Non-intrusive Appliance Load Monitoring",2016,"Renewable and Sustainable Energy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364032116303392","https://scholar.google.com/scholar?cites=9918190633301588977&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-01-11 17:36:20","","","","",,,,,49,12.25,16,3,4
2,"H Lu, W Xin, B Hui, Q Bing, ...","A residential load identification algorithm based on periodogram for non-intrusive load monitoring",2016,"2016 China International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7576286/","https://scholar.google.com/scholar?cites=2364836470421012868&as_sdt=2005&sciodt=0,5&hl=en",209,"2020-01-11 17:36:20","","","","",,,,,2,0.50,0,5,4
1,"A Harell, S Makonin, IV Bajic","A recurrent neural network for multisensory non-intrusive load monitoring on a Raspberry Pi",2018,"IEEE MMSP'18","researchgate.net","https://www.researchgate.net/profile/Stephen_Makonin/publication/326209625_A_Recurrent_Neural_Network_for_Multisensory_Non-Intrusive_Load_Monitoring_on_a_Raspberry_Pi/links/5b3e48920f7e9b0df5f5a9dc/A-Recurrent-Neural-Network-for-Multisensory-Non-Intrusive-Load-Monitoring-on-a-Raspberry-Pi.pdf","https://scholar.google.com/scholar?cites=714083727931199619&as_sdt=2005&sciodt=0,5&hl=en",247,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.50,0,3,2
7,"S Welikala, C Dinesh, MPB Ekanayake, ...","A real-time non-intrusive load monitoring system",2016,"… on Industrial and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8263057/","https://scholar.google.com/scholar?cites=13401752760078420607&as_sdt=2005&sciodt=0,5&hl=en",130,"2020-01-11 17:36:20","","","","",,,,,7,1.75,2,4,4
15,"YS Lai, YC Chen, SL Tsao, ...","A novel search scheme for nonintrusive load monitoring systems",2012,"2012 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6209921/","https://scholar.google.com/scholar?cites=7926123518136341141&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-01-11 17:36:20","","","","",,,,,15,1.88,4,4,8
21,"JF Martins, R Lopes, C Lima, ...","A novel nonintrusive load monitoring system based on the S-Transform",2012,"… on Optimization of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6231777/","https://scholar.google.com/scholar?cites=5188474143331598492&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-01-11 17:36:20","","","","",,,,,21,2.63,5,4,8
2,"S Ghosh, A Chatterjee, D Chatterjee","A novel non-intrusive load monitoring technique for domestic applications",2016,"Proc. 31st Indian Engineering Congress","","","https://scholar.google.com/scholar?cites=17734300261853337186&as_sdt=2005&sciodt=0,5&hl=en",458,"2020-01-11 17:36:20","CITATION","","","",,,,,2,0.50,1,3,4
15,"F Jazizadeh, B Becerik-Gerber","A novel method for non intrusive load monitoring of lighting systems in commercial buildings",2012,"Computing in Civil Engineering …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/9780784412343.0066","https://scholar.google.com/scholar?cites=5682290666313069388&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-01-11 17:36:20","","","","",,,,,15,1.88,8,2,8
34,"YH Lin, MS Tsai","A novel feature extraction method for the development of nonintrusive load monitoring system based on BP-ANN",2010,"2010 International Symposium on Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5533571/","https://scholar.google.com/scholar?cites=6415547719985762541&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-01-11 17:36:20","","","","",,,,,34,3.40,17,2,10
4,"K Chahine, KEK Drissi","A novel feature extraction method for nonintrusive appliance load monitoring",2013,"Applied Computational Intelligence and Soft …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2514852","https://scholar.google.com/scholar?cites=2075425663724759105&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-01-11 17:36:20","","","","",,,,,4,0.57,2,2,7
3,"Z Zhu, Z Wei, B Yin, S Zhang, ...","A novel approach for event detection in non-intrusive load monitoring",2017,"2017 IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8245715/","https://scholar.google.com/scholar?cites=7097913325859113365&as_sdt=2005&sciodt=0,5&hl=en",213,"2020-01-11 17:36:20","","","","",,,,,3,1.00,1,5,3
5,"B Buddhahai, W Wongseree, P Rakkwamsuk","A non-intrusive load monitoring system using multi-label classification approach",2018,"Sustainable cities and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210670717315366","https://scholar.google.com/scholar?cites=4816027147312538114&as_sdt=2005&sciodt=0,5&hl=en",264,"2020-01-11 17:36:20","","","","",,,,,5,2.50,2,3,2
14,"HH Chang, PW Wiratha, N Chen","A non-intrusive load monitoring system using an embedded system for applications to unbalanced residential distribution systems",2014,"Energy Procedia","Elsevier","https://www.sciencedirect.com/science/article/pii/S1876610214027568","https://scholar.google.com/scholar?cites=6917927501610286057&as_sdt=2005&sciodt=0,5&hl=en",99,"2020-01-11 17:36:20","","","","",,,,,14,2.33,5,3,6
4,"KL Lian, KS Tung, YC Su","A non-intrusive load monitoring system based on a cascaded method",2013,"2013 3rd International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6713027/","https://scholar.google.com/scholar?cites=17251263855346010858&as_sdt=2005&sciodt=0,5&hl=en",175,"2020-01-11 17:36:20","","","","",,,,,4,0.57,1,3,7
4,"Y Sun, L Zhang, HL Zhao, XX Liu, B Li, DZ Li, G Cui","A non-intrusive household load monitoring method based on dynamic adaptive particle swarm optimization algorithm",2018,"Power System Technology","","","https://scholar.google.com/scholar?cites=10090346447389513461&as_sdt=2005&sciodt=0,5&hl=en",491,"2020-01-11 17:36:20","CITATION","","","",,,,,4,2.00,1,7,2
8,"NV Pérez, TP Harmo, M Manrique","A non-intrusive appliance load monitoring system for identifying kitchen activities",2011,"MS thesis, Aalto University, Faculty of …","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.718.2119","https://scholar.google.com/scholar?cites=5216697142007111747&as_sdt=2005&sciodt=0,5&hl=en",202,"2020-01-11 17:36:20","","","","",,,,,8,0.89,3,3,9
10,"CC Yang, CS Soh, VV Yap","A non-intrusive appliance load monitoring for efficient energy consumption based on Naive Bayes classifier",2017,"Sustainable Computing: Informatics and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210537916301469","https://scholar.google.com/scholar?cites=1842372160561561204&as_sdt=2005&sciodt=0,5&hl=en",121,"2020-01-11 17:36:20","","","","",,,,,10,3.33,3,3,3
30,"B Wild, KS Barsim, B Yang","A new unsupervised event detector for non-intrusive load monitoring",2015,"2015 IEEE Global Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7418159/","https://scholar.google.com/scholar?cites=3774967323287289395&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-01-11 17:36:20","","","","",,,,,30,6.00,10,3,5
17,"KL Chen, HH Chang, N Chen","A new transient feature extraction method of power signatures for Nonintrusive Load Monitoring Systems",2013,"2013 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6656230/","https://scholar.google.com/scholar?cites=6018228375601320005&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-01-11 17:36:20","","","","",,,,,17,2.43,6,3,7
29,"TD Huang, WS Wang, KL Lian","A new power signature for nonintrusive appliance load monitoring",2015,"IEEE Transactions on Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7078899/","https://scholar.google.com/scholar?cites=8122542562491647414&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-01-11 17:36:20","","","","",,,,,29,5.80,10,3,5
158,"HH Chang, KL Chen, YP Tsai, ...","A new measurement method for power signatures of nonintrusive demand monitoring and load identification",2011,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6112713/","https://scholar.google.com/scholar?cites=6895463747014790217&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-01-11 17:36:20","","","","",,,,,158,17.56,40,4,9
0,"S Gago-Masague, RN Fallman, MJ Klopfer, ...","A new approach for residential real-time energy feedback using a low-cost non-intrusive load monitoring framework",2017,"Energy Efficiency in …","core.ac.uk","https://core.ac.uk/download/pdf/146996747.pdf#page=405","",438,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,4,3
35,"SB Leeb, JL Kirtley","A multiscale transient event detector for nonintrusive load monitoring",1993,"Proceedings of IECON'93-19th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/339053/","https://scholar.google.com/scholar?cites=9577681942728249400&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-01-11 17:36:20","","","","",,,,,35,1.30,18,2,27
9,"M Nardello, M Rossi, D Brunelli","A low-cost smart sensor for non intrusive load monitoring applications",2017,"2017 IEEE 26th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8001444/","https://scholar.google.com/scholar?cites=7140989199341503646&as_sdt=2005&sciodt=0,5&hl=en",125,"2020-01-11 17:36:20","","","","",,,,,9,3.00,3,3,3
5,"S Das, A Shukla, GNS Harsha, ...","A low-cost non-intrusive appliance load monitoring system",2013,"2013 3rd IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6514474/","https://scholar.google.com/scholar?cites=7125041122037283990&as_sdt=2005&sciodt=0,5&hl=en",237,"2020-01-11 17:36:20","","","","",,,,,5,0.71,1,4,7
8,"F Quintal, L Pereira, NJ Nunes","A long-term study of energy eco-feedback using non-intrusive load monitoring",2012,"… Technology: Design for Health and Safety …","ep.liu.se","http://www.ep.liu.se/ecp/068/013/ecp12068013.pdf","https://scholar.google.com/scholar?cites=1185326806843938162&as_sdt=2005&sciodt=0,5&hl=en",109,"2020-01-11 17:36:20","PDF","","","",,,,,8,1.00,3,3,8
56,"A Cominola, M Giuliani, D Piga, A Castelletti, ...","A hybrid signature-based iterative disaggregation algorithm for non-intrusive load monitoring",2017,"Applied Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S030626191631488X","https://scholar.google.com/scholar?cites=7893971906098159706&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-01-11 17:36:20","","","","",,,,,56,18.67,11,5,3
5,"V Andrean, XH Zhao, DF Teshome, TD Huang, ...","A hybrid method of cascade-filtering and committee decision mechanism for non-intrusive load monitoring",2018,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8411449/","https://scholar.google.com/scholar?cites=7916515403203238589&as_sdt=2005&sciodt=0,5&hl=en",281,"2020-01-11 17:36:20","","","","",,,,,5,2.50,1,5,2
1,"K He, D Jakovetic, B Zhao, V Stankovic, ...","A generic optimisation-based approach for improving non-intrusive load monitoring",2019,"… on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8669739/","https://scholar.google.com/scholar?cites=17911063238150343766&as_sdt=2005&sciodt=0,5&hl=en",420,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,5,1
7,"S Henriet, U Şimşekli, B Fuentes, G Richard","A generative model for non-Intrusive load monitoring in commercial buildings",2018,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778818305644","https://scholar.google.com/scholar?cites=10441004188526825749&as_sdt=2005&sciodt=0,5&hl=en",266,"2020-01-11 17:36:20","","","","",,,,,7,3.50,2,4,2
24,"R Jia, Y Gao, CJ Spanos","A fully unsupervised non-intrusive load monitoring framework",2015,"2015 IEEE International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7436411/","https://scholar.google.com/scholar?cites=7075574833862536042&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-01-11 17:36:20","","","","",,,,,24,4.80,8,3,5
23,"J Paris","A framework for non-intrusive load monitoring and diagnostics",2006,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/37081","https://scholar.google.com/scholar?cites=188216070761525490&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-01-11 17:36:20","","","","",,,,,23,1.64,23,1,14
13,"K Srinivasarengan, YG Goutam, ...","A framework for non intrusive load monitoring using bayesian inference",2013,"… on Innovative Mobile …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6603710/","https://scholar.google.com/scholar?cites=10028171814865698800&as_sdt=2005&sciodt=0,5&hl=en",81,"2020-01-11 17:36:20","","","","",,,,,13,1.86,4,3,7
3,"R Cox","A field-based approach to non-intrusive load monitoring",2004,"","Boston: Massachusetts Institute of …","","https://scholar.google.com/scholar?cites=17184164685573186864&as_sdt=2005&sciodt=0,5&hl=en",337,"2020-01-11 17:36:20","CITATION","","","",,,,,3,0.19,3,1,16
4,"VS Wong, YF Wong, T Drummond, ...","A fast multiple appliance detection algorithm for non-intrusive load monitoring",2013,"… Applications in Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6611502/","https://scholar.google.com/scholar?cites=13512486829834063067&as_sdt=2005&sciodt=0,5&hl=en",178,"2020-01-11 17:36:20","","","","",,,,,4,0.57,1,4,7
91,"SB Leeb","A conjoint pattern recognition approach to nonintrusive load monitoring",1993,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/12607/28260591-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=15171858574521766227&as_sdt=2005&sciodt=0,5&hl=en",9,"2020-01-11 17:36:20","PDF","","","",,,,,91,3.37,91,1,27
12,"J Paris","A comprehensive system for non-intrusive load monitoring and diagnostics",2013,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/84720","https://scholar.google.com/scholar?cites=3408455320823771602&as_sdt=2005&sciodt=0,5&hl=en",92,"2020-01-11 17:36:20","","","","",,,,,12,1.71,12,1,7
7,"L Pereira, N Nunes","A comparison of performance metrics for event classification in Non-Intrusive Load Monitoring",2017,"2017 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8340682/","https://scholar.google.com/scholar?cites=2474562729396228242&as_sdt=2005&sciodt=0,5&hl=en",181,"2020-01-11 17:36:20","","","","",,,,,7,2.33,4,2,3
61,"N Batra, O Parson, M Berges, A Singh, ...","A comparison of non-intrusive load monitoring methods for commercial and residential buildings",2014,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1408.6595","https://scholar.google.com/scholar?cites=1949752291790901378&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-01-11 17:36:20","","","","",,,,,61,10.17,12,5,6
0,"B Kim, J Yun","A Study on Improving Identification Rate of Non-Intrusive Appliance Load Monitoring (NIALM) Using Combined Sensor",2016,"Proceedings of the Korea Information Processing …","koreascience.or.kr","http://www.koreascience.or.kr/article/CFKO201629368415618.page","",530,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,4
1,"W Kong, ZY Dong, B Wang, J Zhao, ...","A Practical Solution for Non-Intrusive Type II Load Monitoring based on Deep Learning and Post-Processing",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8720065/","https://scholar.google.com/scholar?cites=9193129794921102614&as_sdt=2005&sciodt=0,5&hl=en",485,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,5,1
3,"A Saleh, P Held, D Benyoucef, ...","A Novel Procedure for Virtual Measurements Generation suitable for Training and Testing in the context of Non Intrusive Load Monitoring",2018,"SIGNAL 2018 …","researchgate.net","https://www.researchgate.net/profile/Antonio_Neves5/publication/325569736_SIGNAL_2018_-_The_Third_International_Conference_on_Advances_in_Signal_Image_and_Video_Processing/links/5b1669404585151f91fb838e/SIGNAL-2018-The-Third-International-Conference-on-Advances-in-Signal-Image-and-Video-Processing.pdf#page=37","https://scholar.google.com/scholar?cites=1964084147363696202&as_sdt=2005&sciodt=0,5&hl=en",446,"2020-01-11 17:36:20","PDF","","","",,,,,3,1.50,1,4,2
5,"H He, Z Liu, R Jiao, G Yan","A Novel Nonintrusive Load Monitoring Approach based on Linear-Chain Conditional Random Fields",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/9/1797","https://scholar.google.com/scholar?cites=16970729701889842722&as_sdt=2005&sciodt=0,5&hl=en",70,"2020-01-11 17:36:20","","","","",,,,,5,5.00,1,4,1
0,"G Ding, C Wu, Y Wang, Y Liang, ...","A Novel Non-intrusive Load Monitoring Method Based on Quantum Particle Swarm Optimization Algorithm",2019,"2019 11th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8858734/","",398,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
0,"MP Rajakumar, R Pugalenthi, CS Priya","A Novel Method for Event Detection Using Non-intrusive Load Monitoring",2018,"","tagajournal.com","http://tagajournal.com/gallery/v14.67.pdf","",349,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,3,2
0,"PW Wiratha","A Non-intrusive Load Monitoring System for Single-Phase Distribution Systems Using an Embedded System",2014,"","ir.lib.ntust.edu.tw","http://ir.lib.ntust.edu.tw/handle/987654321/40936","",340,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,6
